"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","dpct","gene","motif"
"MA0468.1",0.319756835640805,-0.637618429914611,0.24,0.304,1,-0.064,"MA0468.1","DUX4"
"MA0820.1",0.325281681939285,0.0799841914394506,0.968,0.988,1,-0.02,"MA0820.1","FIGLA"
"MA1507.1",0.32686910423531,-0.0554281970391809,0.648,0.673,1,-0.025,"MA1507.1","HOXD4"
"MA0911.1",0.331945933631016,-0.0883924842639185,0.44,0.42,1,0.02,"MA0911.1","Hoxa11"
"MA1518.1",0.332536072198381,-0.378090280132854,0.232,0.27,1,-0.038,"MA1518.1","LHX1"
"MA0854.1",0.340288161888091,-0.116945984275112,0.464,0.488,1,-0.024,"MA0854.1","Alx1"
"MA0643.1",0.341146615475358,-0.920766257545798,0.168,0.217,1,-0.049,"MA0643.1","Esrrg"
"MA1561.1",0.342003027705661,0.123657556935567,0.224,0.229,1,-0.005,"MA1561.1","SOX12"
"MA0818.1",0.344822341038979,-0.169885996350312,0.424,0.433,1,-0.00900000000000001,"MA0818.1","BHLHE22"
"MA0735.1",0.346307921575405,-0.035965249554546,0.584,0.559,1,0.0249999999999999,"MA0735.1","GLIS1"
"MA0647.1",0.351576590697103,0.132751664902046,0.744,0.706,1,0.038,"MA0647.1","GRHL1"
"MA1533.1",0.352293525072588,-0.149805684144037,0.408,0.454,1,-0.046,"MA1533.1","NR1I2"
"MA0704.1",0.364926113293119,-0.0591137885761191,0.456,0.492,1,-0.036,"MA0704.1","Lhx4"
"MA0690.1",0.365858698826942,0.0703173537935675,0.984,0.982,1,0.002,"MA0690.1","TBX21"
"MA1589.1",0.366580641531406,0.136972267366312,0.376,0.363,1,0.013,"MA1589.1","ZNF140"
"MA0842.2",0.368370202810748,-1.69867913264966,0.168,0.204,1,-0.036,"MA0842.2","NRL"
"MA0853.1",0.371133765470823,0.157570214983226,0.416,0.31,1,0.106,"MA0853.1","Alx4"
"MA0594.2",0.373285469607039,-0.0423439743296763,0.496,0.542,1,-0.046,"MA0594.2","HOXA9"
"MA0651.1",0.379256821413415,-0.0499546875420081,0.384,0.379,1,0.005,"MA0651.1","HOXC11"
"MA0817.1",0.389614267425805,-0.237570490244943,0.376,0.387,1,-0.011,"MA0817.1","BHLHE23"
"MA0907.1",0.39199167828635,-0.306396379269684,0.168,0.177,1,-0.00899999999999998,"MA0907.1","HOXC13"
"MA0522.3",0.397572291605823,0.06627910221914,1,0.997,1,0.003,"MA0522.3","TCF3"
"MA0103.3",0.403416637148667,0.0678745108936911,1,0.995,1,0.005,"MA0103.3","ZEB1"
"MA1471.1",0.406805443417047,0.145277228049243,0.648,0.6,1,0.048,"MA1471.1","BARX2"
"MA1594.1",0.414045124426705,-0.0138528377792086,0.856,0.827,1,0.029,"MA1594.1","ZNF382"
"MA1576.1",0.417670663002433,-0.234889720919217,0.328,0.346,1,-0.018,"MA1576.1","THRB(var.3)"
"MA1618.1",0.419735696108519,-0.0225476140919314,0.256,0.27,1,-0.014,"MA1618.1","Ptf1a"
"MA0461.2",0.431655952821474,-0.220090587016607,0.328,0.432,1,-0.104,"MA0461.2","Atoh1"
"MA0160.1",0.454573885827046,-0.0760304945757779,0.224,0.249,1,-0.025,"MA0160.1","NR4A2"
"MA1474.1",0.459668569676661,0.00642712010736601,0.672,0.67,1,0.002,"MA1474.1","CREB3L4"
"MA0775.1",0.472698795343444,-0.0186615400837901,0.8,0.788,1,0.012,"MA0775.1","MEIS3"
"MA0479.1",0.473222474826943,-2.37427040773081,0.12,0.208,1,-0.088,"MA0479.1","FOXH1"
"MA0776.1",0.481395687496966,0.158557557123224,0.744,0.645,1,0.099,"MA0776.1","MYBL1"
"MA1537.1",0.483995360351003,0.968024682947807,0.184,0.162,1,0.022,"MA1537.1","NR2F1(var.2)"
"MA0071.1",0.487151044159641,0.249035903210606,0.392,0.326,1,0.066,"MA0071.1","RORA"
"MA0526.3",0.497572510545445,-0.227018343111408,0.312,0.359,1,-0.047,"MA0526.3","USF2"
"MA0875.1",0.506953006445389,0.0353100215628104,0.384,0.33,1,0.054,"MA0875.1","BARX1"
"MA1549.1",0.519994597266305,-0.0232129093352927,0.432,0.387,1,0.045,"MA1549.1","POU6F1(var.2)"
"MA1155.1",0.529534213439636,0.0526204429442109,0.536,0.598,1,-0.0619999999999999,"MA1155.1","ZSCAN4"
"MA0887.1",0.538624752216188,-0.0863008607735262,0.488,0.497,1,-0.00900000000000001,"MA0887.1","EVX1"
"MA1552.1",0.542261979097003,-0.0525662960950085,0.52,0.513,1,0.00700000000000001,"MA1552.1","RARB(var.3)"
"MA0757.1",0.554207533822828,-0.0212361549045961,0.384,0.373,1,0.011,"MA0757.1","ONECUT3"
"MA0018.4",0.563414312827294,-0.0599324241761142,0.584,0.628,1,-0.044,"MA0018.4","CREB1"
"MA0888.1",0.565113258188288,-0.0503830507861088,0.576,0.539,1,0.0369999999999999,"MA0888.1","EVX2"
"MA1535.1",0.576479618610606,0.277052053211773,0.232,0.208,1,0.024,"MA1535.1","NR2C1"
"MA0744.2",0.577680405464179,0.118974167610499,0.944,0.923,1,0.0209999999999999,"MA0744.2","SCRT2"
"MA0492.1",0.580750322108552,0.131389871644249,0.472,0.443,1,0.029,"MA0492.1","JUND(var.2)"
"MA0607.1",0.584132852612701,0.0501183831711302,0.648,0.653,1,-0.005,"MA0607.1","Bhlha15"
"MA0901.2",0.585410551917689,0.381087686664497,0.2,0.198,1,0.002,"MA0901.2","HOXB13"
"MA1108.2",0.601357924617162,-0.0790578941235656,0.4,0.398,1,0.002,"MA1108.2","MXI1"
"MA0879.1",0.614871872166328,-0.0597624575147229,0.56,0.539,1,0.021,"MA0879.1","Dlx1"
"MA1146.1",0.62966026349606,-0.0339939230313452,0.368,0.388,1,-0.02,"MA1146.1","NR1H4::RXRA"
"MA0832.1",0.63639853292858,-0.120263737097259,0.256,0.227,1,0.029,"MA0832.1","Tcf21"
"MA1523.1",0.638649073043275,-0.012096121915015,0.712,0.693,1,0.019,"MA1523.1","MSANTD3"
"MA0645.1",0.650158008996454,0.164512627348012,1,0.993,1,0.00700000000000001,"MA0645.1","ETV6"
"MA0074.1",0.650493383348677,0.0192151009317728,0.408,0.357,1,0.051,"MA0074.1","RXRA::VDR"
"MA0790.1",0.652811429319139,-2.12338086657994,0.152,0.157,1,-0.005,"MA0790.1","POU4F1"
"MA0688.1",0.658550932996864,0.135807396491062,0.984,0.989,1,-0.005,"MA0688.1","TBX2"
"MA0623.2",0.658705919572571,-0.102691992167639,0.392,0.439,1,-0.047,"MA0623.2","NEUROG1"
"MA0610.1",0.660047101490747,0.0491950199309781,0.648,0.611,1,0.037,"MA0610.1","DMRT3"
"MA1631.1",0.660737048316509,0.0741280557650412,0.992,0.989,1,0.003,"MA1631.1","ASCL1(var.2)"
"MA0142.1",0.661359964032696,-3.50374776611729,0.16,0.187,1,-0.027,"MA0142.1","Pou5f1::Sox2"
"MA0895.1",0.666445054017811,0.117199837135716,0.584,0.557,1,0.0269999999999999,"MA0895.1","HMBOX1"
"MA0721.1",0.671787746304384,0.0704012237400246,0.456,0.387,1,0.069,"MA0721.1","UNCX"
"MA0063.2",0.681477587945815,0.0405992948451841,0.512,0.464,1,0.048,"MA0063.2","NKX2-5"
"MA1532.1",0.691824999359994,-0.110101807289706,0.384,0.461,1,-0.077,"MA1532.1","NR1D2"
"MA0860.1",0.697537727198185,-0.124169122490944,0.312,0.306,1,0.00600000000000001,"MA0860.1","Rarg(var.2)"
"MA1648.1",0.706504865789947,0.0836676484117995,1,0.996,1,0.004,"MA1648.1","TCF12(var.2)"
"MA0646.1",0.717897208505617,0.0864307571955575,0.816,0.754,1,0.0619999999999999,"MA0646.1","GCM1"
"MA1568.1",0.72829714718013,-0.0106587934418206,0.44,0.436,1,0.004,"MA1568.1","TCF21(var.2)"
"MA0800.1",0.741166683008808,0.130089023801506,0.984,0.979,1,0.005,"MA0800.1","EOMES"
"MA0620.3",0.743941143815461,0.0437807198569282,0.504,0.513,1,-0.00900000000000001,"MA0620.3","MITF"
"MA0831.2",0.749876968047151,0.0304505926981354,0.464,0.443,1,0.021,"MA0831.2","TFE3"
"MA0718.1",0.75151920775633,0.00191845755938974,0.416,0.406,1,0.00999999999999995,"MA0718.1","RAX"
"MA0802.1",0.755631928181766,0.10289681979127,0.984,0.986,1,-0.002,"MA0802.1","TBR1"
"MA0914.1",0.757237737780992,0.0667267171276714,0.528,0.514,1,0.014,"MA0914.1","ISL2"
"MA0669.1",0.79238838039319,-0.425776740739717,0.232,0.265,1,-0.033,"MA0669.1","NEUROG2"
"MA0615.1",0.796334793982266,0.0242242839551693,0.632,0.615,1,0.017,"MA0615.1","Gmeb1"
"MA0513.1",0.798868833622602,0.0330859435162214,0.768,0.702,1,0.0660000000000001,"MA0513.1","SMAD2::SMAD3::SMAD4"
"MA1639.1",0.802583048585342,-0.412138906741309,0.192,0.277,1,-0.085,"MA1639.1","MEIS1(var.2)"
"MA1509.1",0.817046419708906,0.0720183338148636,0.76,0.759,1,0.001,"MA1509.1","IRF6"
"MA1468.1",0.832920789215523,-0.405603517268653,0.152,0.252,1,-0.1,"MA1468.1","ATOH7"
"MA0642.1",0.8344992107127,-0.344876752558404,0.256,0.283,1,-0.027,"MA0642.1","EN2"
"MA0664.1",0.836836231684714,0.129023505287996,0.664,0.692,1,-0.0279999999999999,"MA0664.1","MLXIPL"
"MA0774.1",0.864639993369365,0.0145367016572699,0.784,0.778,1,0.00600000000000001,"MA0774.1","MEIS2"
"MA1104.2",0.872164893157958,0.0656148912664142,0.792,0.796,1,-0.004,"MA1104.2","GATA6"
"MA0689.1",0.874072106906095,0.11659959301453,0.984,0.987,1,-0.003,"MA0689.1","TBX20"
"MA1147.1",0.879760136916171,0.187331867852231,0.368,0.383,1,-0.015,"MA1147.1","NR4A2::RXRA"
"MA0069.1",0.884909436865974,0.0118514209645902,0.424,0.417,1,0.00700000000000001,"MA0069.1","PAX6"
"MA1524.1",0.896760362520941,-0.435863973115986,0.256,0.266,1,-0.01,"MA1524.1","MSGN1"
"MA0106.3",0.900372387281754,0.0187851068800809,0.456,0.442,1,0.014,"MA0106.3","TP53"
"MA1541.1",0.900594643855463,-0.275457135851684,0.208,0.265,1,-0.057,"MA1541.1","NR6A1"
"MA0488.1",0.923835694879718,-0.0431980343478053,0.36,0.383,1,-0.023,"MA0488.1","JUN"
"MA0592.3",0.931961781525878,-0.0846370854877558,0.248,0.272,1,-0.024,"MA0592.3","ESRRA"
"MA0898.1",0.947449921472716,-0.0420781396795591,0.352,0.36,1,-0.00800000000000001,"MA0898.1","Hmx3"
"MA1479.1",0.948095576006912,-0.0198453465153142,0.376,0.376,1,0,"MA1479.1","DMRTC2"
"MA0897.1",0.9497543727418,-0.0670779892795397,0.352,0.344,1,0.00800000000000001,"MA0897.1","Hmx2"
"MA0633.1",0.954203176517926,0.0133531921638853,0.504,0.539,1,-0.035,"MA0633.1","Twist2"
"MA0658.1",0.954814514009685,0.0350075012713579,0.464,0.426,1,0.038,"MA0658.1","LHX6"
"MA0769.2",0.963615625601909,-0.0294202581803541,0.608,0.595,1,0.013,"MA0769.2","TCF7"
"MA0755.1",0.975799949532783,0.0294818698671304,0.688,0.66,1,0.0279999999999999,"MA0755.1","CUX2"
"MA1557.1",0.984908118660603,-0.136610160606361,0.232,0.258,1,-0.026,"MA1557.1","SMAD5"
"MA1531.1",0.9872657785924,0.00610418202212112,0.528,0.512,1,0.016,"MA1531.1","NR1D1"
"MA1592.1",0.994852885311272,0.000207268549303419,0.296,0.331,1,-0.035,"MA1592.1","ZNF274"
