"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","dpct","gene","motif"
"MA0673.1",0.49474420109449,0.111665745082791,0.539,0.492,1,0.047,"MA0673.1","NKX2-8"
"MA1619.1",0.495677024921598,-0.0513671178491458,0.684,0.779,1,-0.095,"MA1619.1","Ptf1a(var.2)"
"MA0093.3",0.49625941102769,-0.105933995823844,0.474,0.516,1,-0.042,"MA0093.3","USF1"
"MA0724.1",0.504008632130341,0.10608299172394,0.329,0.369,1,-0.04,"MA0724.1","VENTX"
"MA0712.2",0.510408585990321,0.164618602465329,0.671,0.623,1,0.048,"MA0712.2","OTX2"
"MA0747.1",0.519161013440302,0.158670890380451,0.447,0.246,1,0.201,"MA0747.1","SP8"
"MA1601.1",0.523197175946286,0.0972802813041826,0.908,0.934,1,-0.026,"MA1601.1","ZNF75D"
"MA0649.1",0.524921595820866,-0.255572214381303,0.382,0.385,1,-0.003,"MA0649.1","HEY2"
"MA0650.2",0.527013104509043,-0.121128482731195,0.513,0.525,1,-0.012,"MA0650.2","HOXA13"
"MA0027.2",0.530802968747775,0.351818112751891,0.316,0.221,1,0.095,"MA0027.2","EN1"
"MA0858.1",0.543904648844609,0.118616875911601,0.658,0.689,1,-0.0309999999999999,"MA0858.1","Rarb(var.2)"
"MA0469.3",0.54642832583871,0.175729252852571,0.408,0.328,1,0.08,"MA0469.3","E2F3"
"MA0146.2",0.553087220353478,0.116760274414834,0.75,0.779,1,-0.029,"MA0146.2","Zfx"
"MA0056.2",0.56505655206811,-0.0468836516840221,0.618,0.697,1,-0.079,"MA0056.2","MZF1"
"MA0896.1",0.56598895431542,0.153936852423146,0.408,0.361,1,0.047,"MA0896.1","Hmx1"
"MA0739.1",0.567755988160398,0.145691951281102,0.645,0.648,1,-0.003,"MA0739.1","Hic1"
"MA0859.1",0.568490938496391,-0.223331867839762,0.461,0.434,1,0.027,"MA0859.1","Rarg"
"MA1514.1",0.577012241752408,0.0827599274559818,0.684,0.582,1,0.102,"MA1514.1","KLF17"
"MA0698.1",0.579809344895398,-0.0418743009488568,0.618,0.631,1,-0.013,"MA0698.1","ZBTB18"
"MA0737.1",0.580197919008332,0.135648833684801,0.447,0.369,1,0.078,"MA0737.1","GLIS3"
"MA1109.1",0.581056571245823,-0.0104539175315125,0.737,0.836,1,-0.099,"MA1109.1","NEUROD1"
"MA0901.2",0.583055007814095,0.126084967549952,0.711,0.705,1,0.00600000000000001,"MA0901.2","HOXB13"
"MA0682.2",0.588665479742784,0.142262230288028,0.737,0.664,1,0.073,"MA0682.2","PITX1"
"MA0160.1",0.589619478414469,0.127914037067346,0.842,0.877,1,-0.035,"MA0160.1","NR4A2"
"MA0106.3",0.590905707173681,-0.105394391521884,0.474,0.582,1,-0.108,"MA0106.3","TP53"
"MA0812.1",0.597243764323292,-0.0205912245965263,0.789,0.787,1,0.002,"MA0812.1","TFAP2B(var.2)"
"MA0823.1",0.597369866470659,-0.285040400777047,0.316,0.287,1,0.029,"MA0823.1","HEY1"
"MA0657.1",0.601072443077948,0.174325089530596,0.329,0.303,1,0.026,"MA0657.1","KLF13"
"MA0643.1",0.608104548346483,0.102597777050495,0.829,0.844,1,-0.015,"MA0643.1","Esrrg"
"MA1107.2",0.621857282084678,-0.546471982846048,0.25,0.238,1,0.012,"MA1107.2","KLF9"
"MA0604.1",0.62345198779434,0.109924090973592,0.487,0.459,1,0.028,"MA0604.1","Atf1"
"MA0525.2",0.625766502228971,-0.142532474640293,0.382,0.508,1,-0.126,"MA0525.2","TP63"
"MA0832.1",0.631360109434197,-0.0790007782072845,0.5,0.566,1,-0.0659999999999999,"MA0832.1","Tcf21"
"MA0521.1",0.633978532508908,0.104701023361883,0.803,0.828,1,-0.0249999999999999,"MA0521.1","Tcf12"
"MA0880.1",0.634735128634577,0.136242162264841,0.487,0.443,1,0.044,"MA0880.1","Dlx3"
"MA0881.1",0.634735128634577,0.136242162264841,0.487,0.443,1,0.044,"MA0881.1","Dlx4"
"MA1468.1",0.6579789453678,-0.0500225127473183,0.539,0.516,1,0.023,"MA1468.1","ATOH7"
"MA0736.1",0.662161898160093,0.0243387471894193,0.421,0.443,1,-0.022,"MA0736.1","GLIS2"
"MA0527.1",0.664711537076777,0.145150069012624,0.382,0.311,1,0.071,"MA0527.1","ZBTB33"
"MA1555.1",0.666488505748826,-0.0586301431011555,0.513,0.557,1,-0.044,"MA1555.1","RXRB(var.2)"
"MA0833.2",0.66876083547374,-0.15992333250844,0.408,0.451,1,-0.043,"MA0833.2","ATF4"
"MA0467.1",0.672445339151319,0.174408184449365,0.513,0.451,1,0.062,"MA0467.1","Crx"
"MA0898.1",0.675454370398189,0.0739337910522719,0.329,0.287,1,0.042,"MA0898.1","Hmx3"
"MA0669.1",0.677432545610559,0.127463696585946,0.645,0.582,1,0.0630000000000001,"MA0669.1","NEUROG2"
"MA1585.1",0.681955513892704,-0.22736098902865,0.303,0.402,1,-0.099,"MA1585.1","ZKSCAN1"
"MA1155.1",0.683587557933975,-0.331602824875238,0.276,0.328,1,-0.052,"MA1155.1","ZSCAN4"
"MA0665.1",0.685449723063281,0.0954399084874554,0.487,0.484,1,0.003,"MA0665.1","MSC"
"MA1640.1",0.693281640010782,-0.0297253647014366,0.776,0.713,1,0.0630000000000001,"MA1640.1","MEIS2(var.2)"
"MA0752.1",0.699787894917859,-0.065944157418566,0.618,0.639,1,-0.021,"MA0752.1","ZNF410"
"MA0740.1",0.701038798672814,1.36355084963842,0.171,0.148,1,0.023,"MA0740.1","KLF14"
"MA1647.1",0.704155764338164,0.0482422025741741,0.368,0.369,1,-0.001,"MA1647.1","PRDM4"
"MA0470.2",0.707172888941025,0.136399860627909,0.276,0.295,1,-0.019,"MA0470.2","E2F4"
"MA0616.2",0.708910119730585,0.0879474560844864,0.276,0.311,1,-0.035,"MA0616.2","HES2"
"MA0048.2",0.710075369881872,0.107309388479144,0.737,0.648,1,0.089,"MA0048.2","NHLH1"
"MA1512.1",0.71141108779961,-1.73103680598968,0.158,0.164,1,-0.00600000000000001,"MA1512.1","KLF11"
"MA0125.1",0.718566139915564,0.0735754203574598,0.316,0.311,1,0.005,"MA0125.1","Nobox"
"MA1561.1",0.718928613683943,-0.363109837009695,0.303,0.238,1,0.065,"MA1561.1","SOX12"
"MA0883.1",0.721230991203681,0.128946848905148,0.434,0.328,1,0.106,"MA0883.1","Dmbx1"
"MA0692.1",0.727561050800543,0.0961719223591998,0.408,0.352,1,0.056,"MA0692.1","TFEB"
"MA0676.1",0.730555982936152,0.0728421414590135,0.724,0.68,1,0.0439999999999999,"MA0676.1","Nr2e1"
"MA0019.1",0.733815544898638,-0.341202172029502,0.263,0.336,1,-0.073,"MA0019.1","Ddit3::Cebpa"
"MA1524.1",0.735430619763938,0.0731050858012698,0.763,0.689,1,0.0740000000000001,"MA1524.1","MSGN1"
"MA0017.2",0.736593366373008,-0.00524218519672437,0.605,0.689,1,-0.084,"MA0017.2","NR2F1"
"MA0746.2",0.737627392678759,-0.566162559590531,0.211,0.205,1,0.00600000000000001,"MA0746.2","SP3"
"MA1117.1",0.737757710624691,0.00310708860766695,0.934,0.902,1,0.032,"MA1117.1","RELB"
"MA0667.1",0.74486348312099,-0.0401337257249968,0.526,0.475,1,0.051,"MA0667.1","MYF6"
"MA1108.2",0.746455278498405,-0.0169503183069383,0.684,0.746,1,-0.0619999999999999,"MA1108.2","MXI1"
"MA1536.1",0.753434134360814,0.00631475630845202,0.868,0.811,1,0.0569999999999999,"MA1536.1","NR2C2(var.2)"
"MA0029.1",0.758404040352337,0.0708052154533052,0.316,0.311,1,0.005,"MA0029.1","Mecom"
"MA0608.1",0.775358146888537,-0.220046408107315,0.25,0.295,1,-0.045,"MA0608.1","Creb3l2"
"MA1476.1",0.775399362259401,-0.345412919202731,0.263,0.32,1,-0.057,"MA1476.1","DLX5"
"MA0040.1",0.778031258342522,0.0935666562965425,0.895,0.918,1,-0.023,"MA0040.1","Foxq1"
"MA1562.1",0.779999705478959,0.230139545312265,0.197,0.172,1,0.025,"MA1562.1","SOX14"
"MA0795.1",0.780207456656389,0.0806545418384775,0.5,0.5,1,0,"MA0795.1","SMAD3"
"MA1533.1",0.789824607596555,-0.0501610131012917,0.355,0.344,1,0.011,"MA1533.1","NR1I2"
"MA0672.1",0.809646370562565,0.061669519440402,0.474,0.492,1,-0.018,"MA0672.1","NKX2-3"
"MA0063.2",0.810607782940667,-0.052234227359429,0.487,0.484,1,0.003,"MA0063.2","NKX2-5"
"MA0087.1",0.813838571845861,-0.0145360754923995,0.224,0.287,1,-0.063,"MA0087.1","Sox5"
"MA1624.1",0.81884686325384,0.00132319251748747,0.842,0.918,1,-0.0760000000000001,"MA1624.1","Stat5a"
"MA0713.1",0.823863692394759,-0.401844587310361,0.25,0.254,1,-0.004,"MA0713.1","PHOX2A"
"MA0718.1",0.825578328940273,-0.662910516262651,0.197,0.197,1,0,"MA0718.1","RAX"
"MA1597.1",0.82583596614774,0.0303920152175756,0.868,0.918,1,-0.05,"MA1597.1","ZNF528"
"MA0693.2",0.830217549536247,0.0773924605302134,0.632,0.59,1,0.042,"MA0693.2","VDR"
"MA1475.1",0.851900189285239,0.0211595898311191,0.671,0.672,1,-0.001,"MA1475.1","CREB3L4(var.2)"
"MA0681.2",0.855382955783795,-0.0450662541476651,0.408,0.443,1,-0.035,"MA0681.2","PHOX2B"
"MA0757.1",0.856789561286691,0.00578779221090209,0.461,0.459,1,0.002,"MA0757.1","ONECUT3"
"MA1480.1",0.861480697755319,-0.00639695397146428,0.553,0.574,1,-0.0209999999999999,"MA1480.1","DPRX"
"MA0825.1",0.864829494294607,0.0857594730843734,0.289,0.254,1,0.035,"MA0825.1","MNT"
"MA1106.1",0.865422301996981,-0.162701714964283,0.303,0.32,1,-0.017,"MA1106.1","HIF1A"
"MA1529.1",0.867933356458042,-0.0225016618434189,0.539,0.549,1,-0.01,"MA1529.1","NHLH2"
"MA0838.1",0.878946545596055,-0.0341095846855697,0.368,0.361,1,0.00700000000000001,"MA0838.1","CEBPG"
"MA1576.1",0.879458546631522,0.0183862274178955,0.763,0.77,1,-0.00700000000000001,"MA1576.1","THRB(var.3)"
"MA0738.1",0.890883192377153,0.0137692813340831,0.658,0.697,1,-0.0389999999999999,"MA0738.1","HIC2"
"MA0864.2",0.89301060476276,-0.217196838786375,0.197,0.221,1,-0.024,"MA0864.2","E2F2"
"MA0791.1",0.899297791670806,-0.0555917632572373,0.474,0.451,1,0.023,"MA0791.1","POU4F3"
"MA0592.3",0.899631556737869,0.0522400878914676,0.737,0.787,1,-0.05,"MA0592.3","ESRRA"
"MA1518.1",0.902828443687343,0.0474406507211133,0.421,0.41,1,0.011,"MA1518.1","LHX1"
"MA0885.1",0.915918781693215,-0.208801493343348,0.276,0.336,1,-0.06,"MA0885.1","Dlx2"
"MA0500.2",0.917090992464028,0.0607826608963774,0.711,0.713,1,-0.002,"MA0500.2","MYOG"
"MA1539.1",0.918854150601634,0.0418637998533975,0.645,0.656,1,-0.011,"MA1539.1","NR2F6(var.3)"
"MA1568.1",0.932545630342733,0.0222419504397067,0.513,0.459,1,0.054,"MA1568.1","TCF21(var.2)"
"MA0138.2",0.934896762958631,0.0383630603480698,0.763,0.746,1,0.017,"MA0138.2","REST"
"MA0884.1",0.938307667195016,-0.496741382061394,0.237,0.254,1,-0.017,"MA0884.1","DUXA"
"MA1650.1",0.938576963279544,-0.985897396873606,0.132,0.139,1,-0.00700000000000001,"MA1650.1","ZBTB14"
"MA1553.1",0.940852296490319,0.0027354826286568,0.645,0.639,1,0.00600000000000001,"MA1553.1","RARG(var.3)"
"MA1556.1",0.946024629429221,0.0274267806205825,0.553,0.549,1,0.004,"MA1556.1","RXRG(var.2)"
"MA1569.1",0.949916415549179,0.0356089897429012,0.868,0.836,1,0.032,"MA1569.1","TFAP2E"
"MA0162.4",0.951008779360119,-0.00244005098363131,0.224,0.213,1,0.011,"MA0162.4","EGR1"
"MA1638.1",0.954055133487705,0.043477625250829,0.776,0.779,1,-0.003,"MA1638.1","HAND2"
"MA0769.2",0.9578593751697,-1.76996886722392,0.171,0.172,1,-0.000999999999999973,"MA0769.2","TCF7"
"MA0777.1",0.961621500057516,-0.173373114886322,0.263,0.303,1,-0.04,"MA0777.1","MYBL2"
"MA1535.1",0.962668067002003,0.0537425550410524,0.776,0.787,1,-0.011,"MA1535.1","NR2C1"
"MA0668.1",0.966966160954643,-0.000906265285630883,0.539,0.492,1,0.047,"MA0668.1","NEUROD2"
"MA0629.1",0.972395061795099,-0.0570923948299996,0.289,0.303,1,-0.014,"MA0629.1","Rhox11"
"MA1564.1",0.984086332648626,-0.0667266965959847,0.342,0.254,1,0.088,"MA1564.1","SP9"
"MA0074.1",0.984498954618562,0.0515097833247547,0.474,0.516,1,-0.042,"MA0074.1","RXRA::VDR"
"MA0793.1",0.996011656117502,-0.0747907151874007,0.395,0.344,1,0.051,"MA0793.1","POU6F2"
